booking_id,user_id,flight_id,price_id,booking_date,booking_status,seat_number,total_paid
399,48,204,3393,2024-12-05 02:36:00,Confirmed,35E,2144.67
400,48,16,256,2024-01-11 14:30:00,Confirmed,7D,461.64
401,48,121,1994,2024-03-11 18:00:00,Confirmed,40D,609.68
402,48,44,733,2024-04-25 01:41:00,Confirmed,7B,4936.9
403,49,188,3119,2024-10-02 23:32:00,Confirmed,25D,788.94
404,49,70,1168,2024-03-04 00:51:00,Confirmed,46C,8006.2
405,49,201,3339,2024-02-16 03:36:00,Completed,5D,872.12
406,49,3,52,2024-08-09 09:15:00,Pending,10B,7500.35
407,49,150,2471,2024-05-28 04:11:00,Confirmed,26A,510.51
408,49,71,1181,2024-06-06 06:58:00,Completed,10F,1384.53
409,49,9,140,2024-10-09 09:47:00,Completed,31B,317.53
410,49,186,3079,2024-10-01 06:43:00,Cancelled,23C,751.33
411,49,47,774,2024-04-05 15:26:00,Confirmed,20F,303.52
412,49,278,4565,2024-01-22 04:17:00,Completed,23E,528.42
413,49,268,4425,2024-06-04 12:02:00,Confirmed,43A,2653.23
414,50,267,4400,2024-10-27 02:10:00,Confirmed,26F,892.69
415,50,143,2340,2024-12-20 17:56:00,Confirmed,28E,763.91
416,50,207,3452,2024-03-07 14:24:00,Completed,33E,8279.88
417,50,134,2206,2024-05-15 08:01:00,Confirmed,43E,899.51
418,50,44,726,2024-10-04 18:02:00,Cancelled,37B,682.7
419,50,42,703,2024-07-10 01:03:00,Completed,49E,7274.47
420,50,101,1652,2024-07-20 23:40:00,Confirmed,21B,590.35
421,50,139,2283,2024-09-09 16:27:00,Completed,3E,687.4
422,51,58,961,2024-04-19 16:26:00,Confirmed,10F,3014.06
423,51,5,80,2024-03-03 05:12:00,Confirmed,48B,4318.44
424,51,7,120,2024-06-11 00:56:00,Confirmed,4A,5200.53
425,51,9,149,2024-09-17 12:15:00,Completed,26D,2851.32
426,51,119,1961,2024-10-04 19:00:00,Confirmed,50E,2315.92
427,52,60,994,2024-05-04 12:51:00,Cancelled,6D,1555.17
428,52,284,4651,2024-12-21 04:52:00,Cancelled,13D,530.18
429,52,291,4768,2024-11-18 18:46:00,Completed,3D,668.27
430,52,5,73,2024-09-26 23:21:00,Pending,6E,610.36
431,53,235,3933,2024-05-13 07:02:00,Completed,38E,261.41
432,53,138,2272,2024-11-08 07:27:00,Confirmed,16D,2043.55
433,53,41,676,2024-02-17 02:20:00,Cancelled,42C,1317.53
434,53,129,2123,2024-06-17 04:48:00,Completed,10A,2647.74
435,53,95,1550,2024-11-09 21:00:00,Confirmed,49B,335.54
436,53,138,2276,2024-07-14 00:28:00,Completed,39E,6237.61
437,53,125,2052,2024-05-19 22:17:00,Confirmed,10F,1594.25
438,53,27,440,2024-02-02 17:08:00,Cancelled,2B,173.95
439,53,268,4417,2024-02-23 16:09:00,Cancelled,33D,486.41
440,54,144,2368,2024-01-05 12:09:00,Confirmed,5D,2201.13
441,54,130,2147,2024-12-11 04:29:00,Completed,41B,6425.04
442,54,203,3372,2024-05-06 07:22:00,Confirmed,19A,3261.01
443,54,79,1307,2024-10-04 17:08:00,Confirmed,36A,204.36
444,54,206,3430,2024-02-21 05:50:00,Confirmed,37A,2937.89
445,54,143,2350,2024-11-28 12:07:00,Confirmed,39B,2792.08
446,54,109,1795,2024-01-09 13:26:00,Confirmed,36B,234.34
447,54,259,4280,2024-03-15 02:01:00,Completed,12B,265.19
448,54,62,1042,2024-10-24 20:27:00,Confirmed,2F,7464.29
449,54,131,2167,2024-09-23 11:00:00,Confirmed,49C,5623.66
450,54,111,1839,2024-12-25 08:19:00,Confirmed,20F,3724.78
451,54,89,1456,2024-03-15 13:14:00,Confirmed,2A,3327.63
452,55,44,722,2024-06-08 00:23:00,Completed,41B,577.01
453,55,154,2533,2024-08-28 04:16:00,Cancelled,27A,2114.33
454,55,241,4024,2024-07-18 05:10:00,Completed,48F,5459.5
455,55,62,1034,2024-08-22 05:25:00,Confirmed,26D,1419.86
456,55,191,3174,2024-06-23 12:09:00,Confirmed,5E,1308.14
457,55,217,3621,2024-07-28 17:28:00,Completed,40C,1267.29
458,55,232,3878,2024-08-27 02:42:00,Confirmed,14C,2711.35
459,55,8,124,2024-01-14 03:51:00,Confirmed,31C,403.21
460,55,72,1193,2024-03-08 10:55:00,Confirmed,4C,633.03
461,55,206,3435,2024-12-25 12:35:00,Confirmed,6C,7806.43
462,55,213,3546,2024-05-20 23:48:00,Confirmed,37B,477.7
463,55,9,141,2024-07-22 22:17:00,Cancelled,6A,775.41
464,56,305,5018,2024-08-25 06:34:00,Confirmed,30B,2779.41
465,56,2,21,2024-11-14 07:19:00,Cancelled,19E,351.38
466,56,247,4119,2024-03-24 02:33:00,Cancelled,27E,3688.4
467,56,12,191,2024-07-13 08:55:00,Confirmed,7A,251.88
468,57,91,1489,2024-02-06 11:19:00,Completed,6F,2898.93
469,57,93,1528,2024-04-28 00:07:00,Confirmed,40F,9017.78
470,57,262,4325,2024-07-01 07:31:00,Completed,42E,908.02
471,58,26,434,2024-01-07 05:03:00,Confirmed,39D,3662.32
472,58,274,4512,2024-10-20 19:58:00,Confirmed,18A,2447.98
473,58,7,109,2024-04-10 15:52:00,Confirmed,45D,2999.38
474,58,49,811,2024-10-27 14:48:00,Confirmed,50F,3477.89
475,58,52,860,2024-11-25 12:56:00,Completed,23F,1096.07
476,58,307,5054,2024-01-24 16:16:00,Cancelled,41D,6179.02
477,58,260,4292,2024-06-28 11:58:00,Confirmed,14D,234.14
478,58,169,2792,2024-04-11 16:10:00,Confirmed,11E,407.15
479,58,262,4330,2024-11-28 14:33:00,Confirmed,50D,8058.43
480,59,28,461,2024-12-08 14:07:00,Confirmed,2E,674.1
481,59,253,4195,2024-02-25 19:30:00,Confirmed,13F,659.29
482,59,297,4881,2024-10-21 12:16:00,Completed,35B,8945.34
483,59,238,3975,2024-06-27 07:02:00,Confirmed,7A,172.85
484,59,91,1492,2024-05-18 00:43:00,Confirmed,23D,7123.72
485,59,246,4101,2024-01-01 05:41:00,Completed,13B,8114.3
486,59,106,1748,2024-07-06 05:52:00,Cancelled,25E,402.68
487,59,189,3133,2024-09-12 14:16:00,Confirmed,25D,361.66
488,59,176,2921,2024-02-14 19:44:00,Cancelled,24F,6349.52
489,59,70,1164,2024-02-11 01:47:00,Confirmed,20B,1200.17
490,59,191,3182,2024-02-01 15:59:00,Confirmed,3F,2408.45
491,59,259,4282,2024-05-26 05:18:00,Completed,45A,2011.01
492,60,267,4409,2024-04-19 04:18:00,Confirmed,5B,1250.65
493,60,12,194,2024-01-10 03:47:00,Completed,5A,631.26
494,60,158,2592,2024-04-02 04:06:00,Confirmed,31F,222.2
495,60,181,2988,2024-12-18 12:44:00,Completed,16B,1484.41
496,60,306,5034,2024-06-08 09:35:00,Confirmed,2A,840.15
497,60,138,2263,2024-08-14 08:49:00,Confirmed,38D,434.27
498,60,60,1002,2024-06-16 07:35:00,Completed,8B,3520.2
499,60,271,4473,2024-02-15 15:21:00,Confirmed,38C,5659.49
500,60,281,4611,2024-08-17 03:21:00,Confirmed,41A,193.17
501,60,298,4904,2024-08-06 07:46:00,Confirmed,19D,7581.97
502,60,183,3030,2024-05-14 14:29:00,Confirmed,29A,4668.42
503,60,14,224,2024-08-07 01:52:00,Confirmed,25C,530.24
504,61,235,3938,2024-09-21 07:30:00,Confirmed,7D,8572.69
505,61,159,2606,2024-05-08 16:01:00,Completed,19A,732.6
506,61,150,2472,2024-09-28 10:45:00,Confirmed,4B,604.43
507,61,281,4610,2024-03-11 08:49:00,Cancelled,26B,651.07
508,61,221,3694,2024-03-18 16:53:00,Confirmed,27D,3111.94
509,61,125,2054,2024-03-01 14:41:00,Cancelled,10D,1391.18
510,61,34,554,2024-12-07 10:13:00,Pending,26D,1569.29
511,61,206,3421,2024-12-05 11:38:00,Completed,28F,518.86
512,61,248,4129,2024-08-20 01:26:00,Cancelled,17E,2128.31
513,61,260,4288,2024-07-19 21:14:00,Cancelled,50C,686.96
514,61,117,1928,2024-05-01 11:50:00,Confirmed,39B,763.12
515,61,232,3886,2024-04-19 13:47:00,Completed,39D,3762.21
516,61,211,3515,2024-05-25 00:20:00,Cancelled,21D,1599.75
517,61,221,3689,2024-01-24 15:32:00,Confirmed,46C,848.62
518,61,171,2821,2024-05-06 13:54:00,Completed,2B,342.5
519,62,261,4317,2024-05-05 05:30:00,Confirmed,9D,7782.13
520,62,103,1690,2024-03-02 22:11:00,Cancelled,31A,701.3
521,62,53,872,2024-02-27 14:53:00,Completed,28E,264.88
522,62,60,989,2024-08-04 13:10:00,Confirmed,40E,767.07
523,62,184,3048,2024-02-10 08:53:00,Cancelled,15A,3472.72
524,62,185,3071,2024-03-04 13:37:00,Cancelled,12B,6786.64
525,62,15,243,2024-03-24 13:36:00,Confirmed,18B,1953.25
526,62,196,3257,2024-05-16 02:03:00,Confirmed,5D,4391.07
527,62,228,3806,2024-01-07 02:25:00,Confirmed,50A,944.21
528,62,170,2806,2024-11-01 01:18:00,Confirmed,27D,430.22
529,62,92,1504,2024-05-09 12:36:00,Confirmed,29B,1637.4
530,62,281,4614,2024-05-26 14:27:00,Completed,1E,1946.71
531,62,110,1822,2024-10-02 23:25:00,Confirmed,4B,488.68
532,62,174,2866,2024-10-24 19:52:00,Confirmed,45E,891.31
533,62,108,1794,2024-12-20 07:08:00,Confirmed,49D,3473.49
534,63,268,4432,2024-02-06 18:07:00,Confirmed,42A,9041.75
535,63,149,2446,2024-10-27 13:03:00,Confirmed,27D,369.38
536,63,195,3237,2024-11-11 05:29:00,Cancelled,20C,2181.22
537,63,102,1683,2024-10-16 08:39:00,Cancelled,2D,3110.24
538,63,1,5,2024-09-28 17:27:00,Confirmed,48D,509.51
539,64,204,3382,2024-01-06 01:34:00,Completed,7E,670.64
540,64,86,1408,2024-10-02 05:11:00,Completed,50C,2688.39
541,64,118,1952,2024-10-02 08:16:00,Completed,38B,6595.36
542,64,87,1421,2024-03-12 06:15:00,Confirmed,11B,686.66
543,64,177,2929,2024-02-02 04:51:00,Cancelled,22C,1177.01
544,64,29,487,2024-02-20 23:14:00,Confirmed,46F,2914.49
545,64,17,274,2024-04-28 12:37:00,Cancelled,36C,354.13
546,64,104,1706,2024-10-07 07:12:00,Confirmed,16D,290.14
547,65,295,4851,2024-07-05 00:51:00,Confirmed,48F,3599.19
548,65,267,4411,2024-11-08 03:08:00,Completed,49C,5276.55
549,65,45,742,2024-03-19 01:28:00,Completed,26C,798.32
550,65,305,5012,2024-10-20 04:03:00,Confirmed,32D,471.81
551,65,99,1623,2024-02-16 14:19:00,Confirmed,5A,2304.1
552,66,91,1494,2024-10-25 08:41:00,Confirmed,29C,7126.57
553,66,48,802,2024-10-05 05:25:00,Completed,7D,8562.46
554,66,184,3051,2024-04-24 12:08:00,Completed,18D,4007.29
555,66,159,2610,2024-03-22 16:40:00,Confirmed,7B,610.1
556,66,13,209,2024-10-14 03:28:00,Confirmed,1E,939.39
557,66,296,4859,2024-03-22 23:56:00,Confirmed,9C,155.1
558,66,30,501,2024-04-06 22:06:00,Cancelled,22C,6573.49
559,66,5,82,2024-06-04 08:13:00,Confirmed,38F,8057.61
560,66,52,861,2024-05-08 21:53:00,Completed,32E,2447.97
561,67,69,1145,2024-05-15 19:08:00,Completed,9B,2054.34
562,67,46,766,2024-09-18 07:45:00,Cancelled,44C,2620.34
563,67,268,4422,2024-02-19 05:47:00,Confirmed,50E,2868.75
564,67,237,3958,2024-08-02 13:31:00,Completed,13B,700.77
565,67,117,1921,2024-03-19 18:35:00,Confirmed,40A,186.04
566,67,83,1360,2024-06-15 22:34:00,Pending,18A,334.53
567,67,257,4258,2024-06-21 16:50:00,Completed,34B,2180.81
568,67,269,4436,2024-03-25 10:44:00,Completed,9D,790.02
569,67,86,1409,2024-01-24 16:17:00,Confirmed,38B,2590.49
570,67,180,2969,2024-05-07 20:55:00,Confirmed,38D,519.95
571,68,277,4551,2024-03-06 05:55:00,Completed,35B,3072.66
572,68,175,2890,2024-12-26 21:59:00,Confirmed,20D,285.38
573,68,86,1410,2024-09-14 06:37:00,Completed,42A,3067.12
574,68,45,743,2024-03-26 05:15:00,Confirmed,37E,1874.47
575,68,88,1434,2024-10-01 00:38:00,Confirmed,11F,777.49
576,69,20,326,2024-03-14 12:00:00,Completed,22A,2721.53
577,69,290,4758,2024-06-14 06:11:00,Completed,42A,947.41
578,69,9,154,2024-12-08 19:04:00,Completed,37B,6673.88
579,69,122,2013,2024-06-25 06:34:00,Confirmed,20D,379.21
580,69,46,768,2024-02-19 07:24:00,Cancelled,27A,3349.13
581,69,262,4333,2024-03-15 15:42:00,Confirmed,26A,7374.61
582,69,206,3425,2024-01-16 13:55:00,Confirmed,46E,808.96
583,69,175,2900,2024-01-01 18:20:00,Confirmed,18D,4366.66
584,69,45,739,2024-08-27 13:42:00,Confirmed,8B,225.91
585,69,99,1624,2024-07-04 00:41:00,Cancelled,19F,2984.69
586,70,214,3566,2024-05-05 06:45:00,Confirmed,19A,531.45
587,70,98,1611,2024-08-06 14:30:00,Confirmed,24D,2132.08
588,70,207,3443,2024-01-14 22:13:00,Cancelled,12E,2371.32
589,70,23,369,2024-05-14 02:30:00,Confirmed,33E,457.11
590,71,10,162,2024-02-27 15:39:00,Confirmed,20F,1278.69
591,71,92,1498,2024-01-06 09:35:00,Confirmed,50C,787.46
592,71,39,638,2024-08-06 07:17:00,Completed,13E,388.65
593,71,191,3185,2024-10-09 14:36:00,Confirmed,23C,3510.35
594,71,266,4392,2024-06-24 07:24:00,Confirmed,36E,352.58
595,71,21,340,2024-05-23 14:11:00,Confirmed,46C,813.25
596,71,31,518,2024-11-01 00:38:00,Confirmed,22F,3751.3
597,71,156,2564,2024-08-24 08:11:00,Completed,16C,279.41
598,71,294,4834,2024-10-01 01:37:00,Confirmed,5C,8946.76
599,71,210,3501,2024-01-10 15:54:00,Confirmed,7C,3337.37
600,72,223,3733,2024-09-17 08:17:00,Confirmed,47D,6799.54
601,72,41,675,2024-09-25 14:53:00,Completed,27C,1593.38
602,72,204,3393,2024-08-05 21:56:00,Confirmed,36A,2158.1
603,72,182,3013,2024-11-10 22:05:00,Completed,48E,1089.5
604,72,285,4680,2024-01-02 04:28:00,Cancelled,37A,4937.64
605,72,6,91,2024-09-10 10:02:00,Cancelled,36D,3361.56
606,73,145,2377,2024-04-12 13:48:00,Confirmed,3B,793.87
607,73,123,2032,2024-08-09 13:37:00,Confirmed,26D,3296.21
608,73,216,3605,2024-11-07 00:52:00,Completed,8E,3428.34
609,74,92,1500,2024-12-06 13:26:00,Confirmed,37F,666.17
610,74,140,2304,2024-02-20 00:49:00,Confirmed,33D,2455.59
611,74,164,2696,2024-04-17 10:43:00,Completed,25D,360.89
612,74,102,1682,2024-10-14 06:19:00,Confirmed,33F,1095.77
613,74,308,5062,2024-09-25 15:25:00,Completed,41C,794.36
614,75,150,2480,2024-10-05 04:53:00,Confirmed,17F,6392.54
615,75,280,4596,2024-07-25 22:48:00,Completed,44F,517.07
616,75,218,3628,2024-01-14 12:13:00,Confirmed,5D,777.82
617,76,81,1335,2024-10-22 00:30:00,Completed,38B,3042.65
618,76,251,4170,2024-10-03 21:36:00,Completed,32A,793.51
619,76,280,4603,2024-03-14 22:20:00,Completed,50B,3427.92
620,76,227,3799,2024-02-15 23:58:00,Confirmed,20E,4078.45
621,76,131,2150,2024-03-13 18:18:00,Confirmed,45E,649.99
622,76,266,4388,2024-11-22 07:56:00,Completed,21C,620.78
623,76,300,4928,2024-12-01 03:18:00,Cancelled,27D,1989.96
624,76,13,220,2024-07-20 05:04:00,Completed,29B,1139.22
625,76,1,17,2024-06-09 19:33:00,Pending,15E,2549.78
626,76,253,4200,2024-12-25 08:42:00,Completed,45B,1612.49
627,76,38,618,2024-08-24 17:07:00,Confirmed,1D,831.44
628,76,186,3088,2024-11-09 21:14:00,Confirmed,42E,5186.59
629,76,290,4751,2024-01-04 12:41:00,Completed,38F,556.3
630,76,70,1163,2024-11-17 02:21:00,Completed,50A,1553.12
631,76,57,938,2024-08-02 19:09:00,Confirmed,29A,1293.59
632,77,16,255,2024-09-21 17:02:00,Completed,5D,440.77
633,77,79,1306,2024-07-05 16:10:00,Confirmed,12F,446.95
634,77,147,2425,2024-05-27 16:20:00,Confirmed,2D,771.95
635,77,72,1207,2024-09-17 21:37:00,Pending,12F,3959.84
636,77,229,3826,2024-11-09 02:04:00,Confirmed,38F,1302.83
637,77,56,921,2024-12-20 12:54:00,Completed,26D,1799.72
638,78,8,128,2024-09-02 16:08:00,Confirmed,8D,581.78
639,78,28,466,2024-11-25 05:59:00,Cancelled,17C,2079.5
640,78,134,2207,2024-04-11 19:24:00,Confirmed,17C,306.28
641,78,258,4276,2024-11-27 15:57:00,Confirmed,48F,5202.54
642,78,147,2419,2024-11-22 04:19:00,Completed,14D,362.39
643,79,9,153,2024-10-03 04:14:00,Confirmed,12E,6285.86
644,79,132,2182,2024-10-15 12:52:00,Completed,16E,2476.21
645,79,186,3087,2024-11-25 14:00:00,Completed,16D,6535.4
646,79,159,2608,2024-03-28 22:19:00,Confirmed,45D,659.03
647,79,127,2096,2024-09-25 02:44:00,Confirmed,24C,3230.76
648,79,8,134,2024-04-28 12:52:00,Completed,33E,8148.79
649,79,72,1204,2024-02-12 22:36:00,Confirmed,34C,1198.41
650,79,138,2265,2024-12-13 13:09:00,Pending,15D,622.26
651,79,19,315,2024-07-13 14:38:00,Pending,27C,5662.72
652,79,292,4795,2024-02-05 11:37:00,Completed,43B,6983.56
653,79,67,1106,2024-12-02 08:11:00,Confirmed,11D,534.79
654,79,281,4618,2024-10-05 00:24:00,Confirmed,30E,1860.44
655,80,201,3344,2024-03-07 11:24:00,Cancelled,39F,4125.09
656,80,76,1265,2024-10-24 19:50:00,Confirmed,14C,1707.97
657,80,276,4529,2024-12-16 12:35:00,Completed,29E,178.41
658,80,94,1535,2024-06-25 13:00:00,Confirmed,34B,1681.78
659,80,24,401,2024-09-28 08:57:00,Confirmed,21B,7121.23
660,80,300,4941,2024-09-24 06:48:00,Confirmed,9D,6150.82
661,80,5,81,2024-01-01 02:18:00,Cancelled,43F,8404.76
662,80,228,3821,2024-07-05 19:46:00,Confirmed,20F,9131.71
663,80,112,1859,2024-01-28 09:46:00,Confirmed,20A,3598.45
664,80,8,137,2024-04-17 18:31:00,Completed,35D,4082.21
665,80,65,1085,2024-01-19 19:34:00,Confirmed,43D,2244.84
666,80,148,2435,2024-03-24 21:44:00,Completed,22E,365.4
667,81,74,1240,2024-01-17 05:14:00,Confirmed,37D,4008.91
668,81,210,3495,2024-07-20 03:39:00,Cancelled,40D,792.68
669,81,62,1025,2024-10-27 17:58:00,Completed,42C,190.37
670,81,199,3296,2024-09-05 00:05:00,Confirmed,41A,179.26
671,81,220,3675,2024-10-14 13:06:00,Confirmed,22D,4891.14
672,81,75,1253,2024-11-24 20:49:00,Completed,20B,7732.38
673,81,153,2518,2024-08-09 03:45:00,Confirmed,5F,793.3
674,81,97,1591,2024-08-22 19:20:00,Confirmed,4D,792.52
675,81,241,4016,2024-08-07 20:10:00,Pending,23A,176.29
676,81,112,1850,2024-07-03 18:48:00,Pending,10F,608.24
677,81,166,2733,2024-10-24 18:38:00,Cancelled,34D,1785.83
678,81,96,1585,2024-04-15 01:12:00,Confirmed,19C,7069.03
679,81,137,2254,2024-08-10 17:38:00,Confirmed,28A,1108.51
680,81,218,3637,2024-12-18 13:55:00,Confirmed,5A,1767.79
681,82,231,3854,2024-07-11 02:49:00,Confirmed,31F,273.72
682,82,17,280,2024-12-18 11:05:00,Confirmed,43B,2769.81
683,82,267,4410,2024-10-12 02:17:00,Confirmed,17A,7942.76
684,82,302,4957,2024-02-18 11:32:00,Confirmed,48A,482.42
685,82,47,782,2024-06-27 14:16:00,Completed,26F,775.3
686,82,181,2997,2024-04-20 21:07:00,Confirmed,32D,8767.57
687,82,2,23,2024-01-10 00:37:00,Completed,1F,769.98
688,82,155,2552,2024-06-10 03:34:00,Confirmed,49B,2330.44
689,82,301,4950,2024-12-18 04:11:00,Confirmed,44B,2977.1
690,82,294,4822,2024-07-13 05:49:00,Completed,16E,664.02
691,82,184,3046,2024-09-18 12:43:00,Cancelled,45F,2432.61
692,82,10,173,2024-11-15 17:34:00,Confirmed,11E,3918.88
693,82,168,2769,2024-02-13 09:44:00,Cancelled,14F,165.01
694,82,118,1940,2024-06-24 13:08:00,Completed,39D,817.17
695,83,131,2160,2024-01-17 16:57:00,Completed,28D,1003.85
696,83,21,349,2024-09-24 19:35:00,Pending,39B,2773.47
697,83,21,337,2024-11-23 03:38:00,Confirmed,47F,885.41
698,83,141,2312,2024-04-03 02:12:00,Completed,25D,1577.18
699,83,50,822,2024-02-11 17:17:00,Cancelled,22B,391.92
700,83,197,3272,2024-04-06 21:07:00,Cancelled,3C,6146.08
701,83,223,3726,2024-11-22 05:09:00,Confirmed,31F,628.92
702,84,233,3900,2024-08-09 11:45:00,Confirmed,45A,1729.85
703,84,264,4357,2024-11-22 04:58:00,Confirmed,29A,565.23
704,84,144,2370,2024-07-24 02:52:00,Confirmed,16E,3610.38
705,85,207,3451,2024-08-26 12:26:00,Confirmed,16C,5150.55
706,85,288,4721,2024-07-01 11:14:00,Confirmed,25A,2732.42
707,85,265,4380,2024-05-01 04:23:00,Cancelled,29A,5713.1
708,85,107,1771,2024-07-17 12:03:00,Completed,26B,2461.9
709,85,21,341,2024-07-13 07:27:00,Confirmed,9F,618.46
710,85,263,4350,2024-11-03 20:40:00,Completed,40E,4682.76
711,85,293,4815,2024-02-01 06:37:00,Confirmed,11A,7694.35
712,86,118,1944,2024-11-01 04:23:00,Cancelled,22B,751.46
713,86,100,1639,2024-08-25 11:36:00,Cancelled,15A,1174.96
714,86,287,4707,2024-11-27 05:25:00,Cancelled,35D,2519.16
715,86,22,353,2024-03-28 14:22:00,Completed,19F,493.58
716,86,160,2636,2024-05-26 08:40:00,Confirmed,21C,2177.13
717,86,278,4562,2024-10-10 22:18:00,Confirmed,6A,575.05
718,86,278,4567,2024-01-21 17:07:00,Cancelled,23F,461.08
719,86,174,2871,2024-09-07 09:56:00,Confirmed,22D,290.7
720,86,200,3328,2024-03-28 05:38:00,Confirmed,8D,5099.75
721,86,307,5051,2024-08-02 10:44:00,Confirmed,27A,3319.68
722,86,207,3441,2024-03-10 17:27:00,Confirmed,29F,748.96
723,86,76,1264,2024-07-13 00:08:00,Completed,5C,2281.78
724,86,248,4129,2024-06-01 02:23:00,Cancelled,5D,2153.94
725,86,114,1888,2024-11-24 20:05:00,Completed,21D,3703.97
726,86,27,443,2024-06-17 14:36:00,Confirmed,17C,843.87
727,87,104,1714,2024-04-19 10:19:00,Confirmed,46D,4433.76
728,87,131,2165,2024-12-24 11:13:00,Completed,45D,2100.64
729,87,292,4781,2024-01-11 23:29:00,Completed,6F,414.99
730,87,260,4299,2024-11-19 17:25:00,Completed,20F,3274.7
731,88,290,4758,2024-04-14 10:24:00,Cancelled,13C,1138.07
732,88,303,4975,2024-08-09 20:42:00,Confirmed,1C,677.06
733,88,230,3840,2024-01-25 05:15:00,Cancelled,31F,3063.6
734,88,44,727,2024-09-09 07:54:00,Cancelled,37B,794.59
735,88,82,1344,2024-01-20 11:27:00,Confirmed,10F,392.39
736,88,301,4946,2024-12-16 06:50:00,Confirmed,26C,1497.62
737,88,129,2123,2024-01-06 17:58:00,Confirmed,11D,2393.03
738,88,225,3770,2024-07-20 18:41:00,Confirmed,31B,1137.23
739,88,79,1307,2024-04-24 17:55:00,Confirmed,9B,194.77
740,89,91,1494,2024-01-19 03:16:00,Confirmed,28E,8164.03
741,89,94,1548,2024-04-25 05:33:00,Confirmed,20D,2527.71
742,89,35,579,2024-10-19 16:09:00,Confirmed,44D,3619.65
743,89,165,2715,2024-06-28 02:21:00,Cancelled,9D,2852.28
744,89,28,472,2024-08-11 13:36:00,Cancelled,13E,8859.92
745,89,109,1812,2024-02-01 00:45:00,Completed,16B,2602.31
746,89,76,1268,2024-03-25 13:40:00,Confirmed,9D,3018.27
747,89,220,3682,2024-08-15 06:13:00,Confirmed,47E,6952.58
748,89,17,277,2024-07-13 09:46:00,Completed,29A,602.68
749,89,103,1699,2024-09-12 01:15:00,Confirmed,40C,3637.85
750,89,85,1389,2024-10-17 09:08:00,Confirmed,3F,378.15
751,89,232,3875,2024-12-10 23:03:00,Confirmed,2F,782.62
752,89,213,3559,2024-08-26 11:32:00,Confirmed,9C,5410.68
753,90,2,20,2024-07-27 05:00:00,Confirmed,26B,441.84
754,90,250,4165,2024-11-12 20:54:00,Completed,17D,8181.02
755,90,35,582,2024-05-19 14:17:00,Confirmed,38B,5143.64
756,90,52,856,2024-09-07 18:44:00,Cancelled,48E,2277.85
757,90,269,4438,2024-12-09 19:50:00,Cancelled,46E,197.77
758,90,210,3501,2024-01-19 23:39:00,Completed,1C,3510.57
759,90,298,4893,2024-12-26 21:13:00,Confirmed,28C,413.67
760,90,107,1774,2024-03-05 23:14:00,Confirmed,25A,1505.41
761,90,64,1072,2024-02-06 22:35:00,Completed,35F,6422.7
762,90,37,612,2024-11-28 03:21:00,Cancelled,22B,1095.01
763,90,125,2061,2024-01-01 22:04:00,Confirmed,48F,4127.42
764,90,81,1339,2024-03-07 18:33:00,Confirmed,32C,7949.45
765,91,80,1324,2024-06-13 22:29:00,Cancelled,5E,4024.38
766,91,246,4106,2024-09-05 04:13:00,Cancelled,42D,4825.57
767,91,28,474,2024-06-22 17:54:00,Confirmed,4D,5024.81
768,91,38,632,2024-12-07 22:46:00,Cancelled,26C,6782.19
769,91,229,3831,2024-12-19 19:34:00,Pending,26A,9464.13
770,92,161,2659,2024-09-14 21:28:00,Cancelled,25B,3997.55
771,92,269,4437,2024-04-01 19:54:00,Confirmed,26A,792.92
772,92,25,416,2024-09-02 18:56:00,Confirmed,26B,5701.94
773,92,4,61,2024-02-14 10:22:00,Completed,44E,2126.39
774,92,200,3329,2024-05-11 15:42:00,Completed,21C,8895.76
775,92,178,2937,2024-08-12 03:11:00,Confirmed,1A,529.34
776,92,26,429,2024-07-17 14:21:00,Completed,34B,1994.59
777,92,145,2386,2024-11-02 11:04:00,Confirmed,21A,884.89
778,92,76,1261,2024-03-09 09:16:00,Confirmed,40D,1718.76
779,92,147,2426,2024-01-05 06:12:00,Completed,28A,3006.36
780,92,253,4199,2024-04-27 10:52:00,Confirmed,5D,1291.43
781,92,10,163,2024-04-14 06:02:00,Confirmed,18B,1149.55
782,92,105,1739,2024-09-21 13:03:00,Completed,22F,7960.32
783,92,24,398,2024-09-20 23:34:00,Pending,50C,3487.56
784,92,34,567,2024-04-09 21:37:00,Completed,41A,3345.43
785,93,233,3897,2024-10-16 18:56:00,Completed,22B,1189.53
786,93,277,4549,2024-05-04 06:23:00,Confirmed,1C,843.67
787,93,158,2604,2024-01-15 06:22:00,Confirmed,45D,9059.41
788,93,149,2451,2024-09-01 18:20:00,Cancelled,15E,3192.69
789,93,125,2058,2024-11-01 10:37:00,Completed,3B,3254.48
790,93,212,3541,2024-01-06 22:39:00,Confirmed,3B,3275.26
791,93,44,738,2024-06-17 19:48:00,Confirmed,40A,3861.33
792,93,230,3840,2024-04-28 09:09:00,Confirmed,48D,2478.98
793,93,225,3767,2024-08-10 17:27:00,Cancelled,8F,763.5
794,93,154,2530,2024-02-17 13:47:00,Completed,34F,270.0
795,93,79,1303,2024-04-01 16:33:00,Confirmed,39C,642.56
796,93,257,4260,2024-07-23 16:51:00,Confirmed,27B,4481.91
797,94,109,1801,2024-03-14 00:47:00,Completed,25F,187.48
798,94,140,2294,2024-03-15 13:53:00,Completed,14A,617.0
799,94,218,3633,2024-04-23 00:24:00,Completed,14F,1263.04
