price_id,flight_id,cabin_class,base_price,seats_available,price_date
1250,75,Business,2973.16,35,2024-03-25
1251,75,Business,1764.48,31,2024-01-15
1252,75,First,4097.63,13,2024-06-03
1253,75,First,7209.04,11,2024-01-29
1254,75,First,7009.72,32,2024-01-15
1255,76,Economy,477.69,146,2024-05-06
1256,76,Economy,242.79,19,2024-05-20
1257,76,Economy,287.39,127,2024-06-17
1258,76,Economy,580.3,84,2024-02-12
1259,76,Economy,137.65,174,2024-01-01
1260,76,Business,794.55,30,2024-01-15
1261,76,Business,1689.73,17,2024-03-25
1262,76,Business,2026.09,0,2024-03-11
1263,76,Business,1390.62,2,2024-05-06
1264,76,Business,2174.81,28,2024-06-17
1265,76,Business,1379.8,36,2024-05-20
1266,76,Business,910.37,3,2024-04-22
1267,76,Business,2523.74,18,2024-01-01
1268,76,First,2555.31,16,2024-06-17
1269,76,First,3068.06,25,2024-01-01
1270,76,First,2535.13,13,2024-01-15
1271,76,First,2977.64,25,2024-04-22
1272,76,First,3709.62,9,2024-03-25
1273,77,Economy,620.4,79,2024-02-26
1274,77,Economy,734.54,154,2024-04-08
1275,77,Economy,209.27,170,2024-03-25
1276,77,Business,1775.1,24,2024-03-11
1277,77,Business,1743.46,36,2024-04-22
1278,77,Business,2040.82,5,2024-02-12
1279,77,First,2557.68,32,2024-06-17
1280,77,First,4050.47,29,2024-03-11
1281,77,First,6058.64,9,2024-05-06
1282,77,First,7584.01,33,2024-01-29
1283,77,First,5777.36,33,2024-03-25
1284,77,First,2503.82,29,2024-04-22
1285,78,Economy,692.25,133,2024-01-15
1286,78,Economy,410.86,145,2024-04-08
1287,78,Economy,152.46,19,2024-02-26
1288,78,Economy,743.77,131,2024-01-29
1289,78,Economy,193.19,108,2024-05-06
1290,78,Economy,400.85,118,2024-05-20
1291,78,Business,639.04,29,2024-06-03
1292,78,Business,1030.93,11,2024-05-06
1293,78,Business,2622.98,2,2024-02-26
1294,78,Business,799.9,19,2024-03-11
1295,78,Business,1353.47,29,2024-05-20
1296,78,Business,2417.65,28,2024-01-15
1297,78,Business,2097.14,16,2024-03-25
1298,78,Business,1419.2,11,2024-04-22
1299,78,First,7229.69,6,2024-01-29
1300,78,First,4602.79,1,2024-01-15
1301,78,First,2035.08,7,2024-05-06
1302,78,First,2079.83,30,2024-02-26
1303,79,Economy,540.58,157,2024-06-03
1304,79,Economy,365.3,172,2024-03-25
1305,79,Economy,774.94,172,2024-05-20
1306,79,Economy,388.6,77,2024-05-06
1307,79,Economy,179.59,34,2024-04-08
1308,79,Economy,129.44,28,2024-02-26
1309,79,Business,1102.15,9,2024-06-03
1310,79,Business,2159.38,27,2024-02-12
1311,79,Business,2621.02,34,2024-01-01
1312,79,First,4843.93,1,2024-01-15
1313,79,First,2698.75,9,2024-02-26
1314,79,First,6432.69,28,2024-04-08
1315,79,First,7783.2,30,2024-01-29
1316,80,Economy,256.91,145,2024-04-08
1317,80,Economy,684.03,100,2024-05-06
1318,80,Economy,154.63,2,2024-02-12
1319,80,Business,2950.77,31,2024-05-20
1320,80,Business,2368.99,38,2024-06-03
1321,80,Business,2354.59,18,2024-03-25
1322,80,First,5080.13,39,2024-04-08
1323,80,First,7611.69,31,2024-03-25
1324,80,First,3391.43,3,2024-06-17
1325,81,Economy,727.16,106,2024-01-01
1326,81,Economy,724.62,29,2024-03-25
1327,81,Economy,456.46,165,2024-05-06
1328,81,Economy,355.8,178,2024-03-11
1329,81,Economy,416.64,41,2024-04-22
1330,81,Economy,315.85,49,2024-01-15
1331,81,Economy,439.08,112,2024-01-29
1332,81,Business,2812.17,29,2024-04-22
1333,81,Business,914.78,18,2024-02-12
1334,81,Business,2335.19,24,2024-05-06
1335,81,Business,2903.53,23,2024-03-11
1336,81,First,6002.34,8,2024-06-17
1337,81,First,3039.75,10,2024-01-29
1338,81,First,5634.49,6,2024-05-06
1339,81,First,6760.89,31,2024-02-12
1340,81,First,3821.91,13,2024-02-26
1341,81,First,5340.98,1,2024-01-15
1342,82,Economy,683.01,128,2024-02-26
1343,82,Economy,141.74,16,2024-03-11
1344,82,Economy,349.66,29,2024-05-20
1345,82,Economy,539.94,30,2024-01-29
1346,82,Economy,502.15,124,2024-05-06
1347,82,Business,2751.16,32,2024-03-11
1348,82,Business,2050.29,6,2024-06-17
1349,82,Business,2295.37,28,2024-01-01
1350,82,Business,2517.57,7,2024-04-22
1351,82,Business,2939.18,39,2024-02-26
1352,82,First,5779.56,13,2024-06-17
1353,82,First,7465.91,10,2024-01-15
1354,82,First,6370.1,28,2024-04-22
1355,82,First,6571.79,31,2024-01-01
1356,82,First,6395.31,6,2024-05-20
1357,82,First,2925.77,23,2024-06-03
1358,82,First,4007.65,8,2024-04-08
1359,83,Economy,643.07,1,2024-02-12
1360,83,Economy,286.81,121,2024-04-08
1361,83,Economy,352.1,129,2024-03-25
1362,83,Business,1465.54,15,2024-01-15
1363,83,Business,963.87,33,2024-02-26
1364,83,Business,1612.13,14,2024-03-11
1365,83,Business,931.19,27,2024-03-25
1366,83,First,2873.51,0,2024-03-25
1367,83,First,6305.75,33,2024-04-08
1368,83,First,7661.86,5,2024-04-22
1369,83,First,4029.82,25,2024-03-11
1370,83,First,7891.67,10,2024-01-01
1371,83,First,4604.43,25,2024-06-03
1372,84,Economy,733.71,14,2024-05-20
1373,84,Economy,784.86,182,2024-06-17
1374,84,Economy,663.37,133,2024-01-29
1375,84,Business,2331.72,20,2024-03-25
1376,84,Business,2782.15,0,2024-06-17
1377,84,Business,2584.81,33,2024-05-20
1378,84,Business,2064.96,9,2024-04-22
1379,84,Business,2280.71,28,2024-02-26
1380,84,First,4427.03,12,2024-02-12
1381,84,First,7285.85,5,2024-04-22
1382,84,First,2221.82,21,2024-05-06
1383,84,First,4339.96,8,2024-05-20
1384,84,First,5122.82,34,2024-04-08
1385,84,First,3703.57,5,2024-03-11
1386,84,First,5070.03,19,2024-03-25
1387,84,First,5128.02,40,2024-06-03
1388,85,Economy,295.91,198,2024-01-01
1389,85,Economy,326.68,108,2024-06-17
1390,85,Economy,791.13,28,2024-04-22
1391,85,Economy,617.75,95,2024-05-06
1392,85,Business,2415.74,7,2024-05-20
1393,85,Business,1676.97,36,2024-04-22
1394,85,Business,2368.46,29,2024-03-11
1395,85,Business,1413.55,15,2024-01-15
1396,85,Business,2532.93,37,2024-01-01
1397,85,First,3707.21,36,2024-06-03
1398,85,First,6034.6,24,2024-05-20
1399,85,First,5118.0,15,2024-06-17
1400,85,First,2631.36,33,2024-04-22
1401,85,First,5494.21,23,2024-02-12
1402,85,First,4725.86,9,2024-03-11
1403,85,First,6269.84,26,2024-01-29
1404,86,Economy,724.19,121,2024-01-15
1405,86,Economy,266.05,19,2024-01-01
1406,86,Economy,371.12,134,2024-03-25
1407,86,Business,2127.51,28,2024-05-06
1408,86,Business,2253.64,31,2024-04-22
1409,86,Business,2356.12,26,2024-06-03
1410,86,Business,2577.15,9,2024-03-25
1411,86,Business,1813.89,31,2024-02-26
1412,86,Business,2306.76,8,2024-04-08
1413,86,First,2941.04,35,2024-04-22
1414,86,First,4215.99,7,2024-06-17
1415,86,First,5609.6,26,2024-01-15
1416,86,First,2662.02,23,2024-02-12
1417,86,First,5430.59,2,2024-04-08
1418,86,First,5136.66,7,2024-06-03
1419,86,First,4228.8,23,2024-01-01
1420,86,First,3819.56,31,2024-03-11
1421,87,Economy,652.98,107,2024-06-17
1422,87,Economy,153.08,78,2024-01-29
1423,87,Economy,724.56,55,2024-06-03
1424,87,Business,1914.09,4,2024-06-03
1425,87,Business,2689.02,26,2024-04-08
1426,87,Business,1754.82,19,2024-01-01
1427,87,Business,1957.83,21,2024-01-15
1428,87,First,6570.07,28,2024-04-08
1429,87,First,2893.9,20,2024-06-03
1430,87,First,2535.89,39,2024-05-06
1431,87,First,5987.01,26,2024-01-29
1432,87,First,4323.41,25,2024-05-20
1433,87,First,4033.99,2,2024-06-17
1434,88,Economy,661.39,181,2024-04-08
1435,88,Economy,330.02,165,2024-06-03
1436,88,Economy,204.17,143,2024-02-26
1437,88,Economy,177.9,158,2024-01-15
1438,88,Economy,488.45,193,2024-01-29
1439,88,Economy,155.95,145,2024-01-01
1440,88,Economy,474.79,192,2024-05-20
1441,88,Economy,443.57,4,2024-03-11
1442,88,Business,2909.7,17,2024-05-20
1443,88,Business,2488.22,15,2024-04-22
1444,88,Business,2591.26,37,2024-01-29
1445,88,First,4948.84,1,2024-01-15
1446,88,First,4039.74,11,2024-04-22
1447,88,First,4489.62,33,2024-05-06
1448,88,First,3904.29,16,2024-03-11
1449,88,First,2546.15,6,2024-03-25
1450,88,First,5250.68,18,2024-01-01
1451,89,Economy,328.62,104,2024-01-29
1452,89,Economy,581.45,15,2024-02-26
1453,89,Economy,537.84,83,2024-01-15
1454,89,Economy,243.39,182,2024-06-17
1455,89,Business,1368.1,26,2024-02-26
1456,89,Business,2743.23,16,2024-03-25
1457,89,Business,1501.23,7,2024-01-15
1458,89,First,5516.17,31,2024-02-12
1459,89,First,5051.73,32,2024-06-17
1460,89,First,4310.29,7,2024-05-06
1461,90,Economy,164.51,7,2024-01-01
1462,90,Economy,397.1,59,2024-03-11
1463,90,Economy,741.34,4,2024-04-08
1464,90,Economy,303.03,150,2024-04-22
1465,90,Economy,579.07,63,2024-03-25
1466,90,Business,2631.07,32,2024-05-20
1467,90,Business,1088.3,9,2024-01-29
1468,90,Business,1495.93,10,2024-02-26
1469,90,Business,2476.86,34,2024-05-06
1470,90,Business,2886.27,35,2024-03-25
1471,90,Business,1684.18,0,2024-04-08
1472,90,Business,2550.34,39,2024-01-01
1473,90,First,3639.82,16,2024-05-20
1474,90,First,7036.93,24,2024-01-29
1475,90,First,7995.45,40,2024-01-01
1476,90,First,3276.52,32,2024-06-17
1477,90,First,3687.87,10,2024-04-08
1478,91,Economy,684.74,185,2024-04-22
1479,91,Economy,498.41,71,2024-05-06
1480,91,Economy,717.23,53,2024-01-15
1481,91,Economy,535.1,81,2024-02-26
1482,91,Economy,721.07,87,2024-05-20
1483,91,Economy,551.92,192,2024-03-25
1484,91,Economy,601.27,69,2024-03-11
1485,91,Economy,287.23,82,2024-01-01
1486,91,Business,2793.64,8,2024-02-12
1487,91,Business,2151.46,0,2024-04-08
1488,91,Business,2061.09,0,2024-05-06
1489,91,Business,2763.47,11,2024-03-11
1490,91,Business,1591.59,31,2024-01-01
1491,91,First,7355.43,28,2024-04-22
1492,91,First,6033.48,22,2024-01-15
1493,91,First,7832.23,24,2024-05-20
1494,91,First,6964.8,22,2024-06-03
1495,91,First,4320.51,0,2024-06-17
1496,91,First,2748.58,23,2024-01-01
1497,92,Economy,635.73,174,2024-04-08
1498,92,Economy,746.55,91,2024-01-01
1499,92,Economy,250.23,157,2024-02-12
1500,92,Economy,545.16,183,2024-06-03
1501,92,Business,1273.82,38,2024-02-12
1502,92,Business,1101.81,12,2024-04-08
1503,92,Business,2962.23,40,2024-03-11
1504,92,Business,1550.61,17,2024-01-01
1505,92,First,5528.99,4,2024-04-22
1506,92,First,2764.59,36,2024-04-08
1507,92,First,7132.87,33,2024-01-29
1508,92,First,6373.39,17,2024-06-17
1509,92,First,3151.11,1,2024-02-12
1510,92,First,7951.71,34,2024-05-20
1511,92,First,5686.74,35,2024-01-01
1512,93,Economy,694.15,104,2024-01-01
1513,93,Economy,306.34,174,2024-03-25
1514,93,Economy,472.44,126,2024-05-20
1515,93,Economy,365.8,194,2024-06-17
1516,93,Economy,149.56,184,2024-03-11
1517,93,Economy,272.69,71,2024-06-03
1518,93,Business,1403.29,36,2024-04-22
1519,93,Business,2538.41,14,2024-04-08
1520,93,Business,2947.43,27,2024-03-11
1521,93,Business,2898.66,15,2024-01-01
1522,93,Business,1072.5,21,2024-03-25
1523,93,Business,1345.93,40,2024-02-12
1524,93,First,3482.92,30,2024-01-15
1525,93,First,3430.16,21,2024-01-01
1526,93,First,6995.11,21,2024-04-08
1527,93,First,5118.05,15,2024-03-25
1528,93,First,7661.29,38,2024-06-03
1529,93,First,5717.4,6,2024-03-11
1530,93,First,5752.09,37,2024-05-06
1531,93,First,2748.96,3,2024-01-29
1532,94,Economy,652.2,15,2024-03-25
1533,94,Economy,745.0,113,2024-03-11
1534,94,Economy,157.26,156,2024-01-15
1535,94,Business,1564.04,39,2024-03-25
1536,94,Business,2404.71,14,2024-01-15
1537,94,Business,2675.0,39,2024-06-03
1538,94,Business,625.46,24,2024-01-01
1539,94,Business,1714.1,27,2024-04-22
1540,94,Business,2711.85,39,2024-05-06
1541,94,Business,843.07,1,2024-01-29
1542,94,Business,1689.78,21,2024-02-12
1543,94,First,2755.89,32,2024-02-12
1544,94,First,3537.72,26,2024-01-15
1545,94,First,4888.4,39,2024-06-03
1546,94,First,4667.75,15,2024-01-01
1547,94,First,2826.04,2,2024-05-20
1548,94,First,2362.95,19,2024-06-17
1549,94,First,5507.13,32,2024-02-26
1550,95,Economy,329.9,87,2024-06-17
1551,95,Economy,317.92,2,2024-03-11
1552,95,Economy,472.02,168,2024-02-26
1553,95,Economy,581.24,14,2024-05-06
1554,95,Economy,281.42,143,2024-04-22
1555,95,Economy,703.92,108,2024-01-29
1556,95,Economy,353.79,51,2024-01-15
1557,95,Economy,555.58,51,2024-02-12
1558,95,Business,1741.74,29,2024-03-11
1559,95,Business,2039.43,21,2024-02-12
1560,95,Business,2644.82,36,2024-05-20
1561,95,First,2629.09,2,2024-05-06
1562,95,First,4975.58,0,2024-02-26
1563,95,First,5832.6,14,2024-03-25
1564,95,First,4799.22,13,2024-03-11
1565,95,First,3434.11,21,2024-01-29
1566,96,Economy,363.36,142,2024-03-25
1567,96,Economy,198.33,74,2024-02-12
1568,96,Economy,419.48,161,2024-06-17
1569,96,Economy,518.27,195,2024-01-29
1570,96,Economy,364.74,7,2024-01-01
1571,96,Economy,255.4,72,2024-03-11
1572,96,Economy,238.42,67,2024-04-22
1573,96,Economy,608.81,86,2024-05-20
1574,96,Business,650.39,8,2024-02-12
1575,96,Business,1509.41,7,2024-01-29
1576,96,Business,1412.12,13,2024-06-17
1577,96,Business,1332.17,15,2024-01-01
1578,96,Business,1487.14,23,2024-06-03
1579,96,Business,2186.18,33,2024-02-26
1580,96,Business,2945.04,39,2024-05-06
1581,96,First,3150.09,24,2024-06-03
1582,96,First,6166.12,20,2024-01-15
1583,96,First,5597.29,40,2024-06-17
1584,96,First,3467.3,2,2024-01-29
1585,96,First,6578.49,37,2024-05-06
1586,96,First,3134.61,34,2024-02-12
1587,97,Economy,548.03,71,2024-06-17
1588,97,Economy,713.54,130,2024-01-29
1589,97,Economy,778.5,125,2024-03-11
1590,97,Economy,262.28,20,2024-02-12
1591,97,Economy,653.57,169,2024-01-01
1592,97,Business,1845.34,11,2024-01-15
1593,97,Business,1372.38,23,2024-01-29
1594,97,Business,1861.14,30,2024-04-22
1595,97,Business,2317.56,31,2024-03-25
1596,97,Business,1737.02,37,2024-05-20
1597,97,Business,1562.27,37,2024-03-11
1598,97,Business,2159.37,13,2024-02-12
1599,97,First,3311.56,27,2024-02-12
1600,97,First,7332.25,36,2024-04-08
1601,97,First,2943.26,23,2024-06-17
1602,97,First,3527.18,5,2024-03-25
1603,98,Economy,472.8,58,2024-06-17
1604,98,Economy,517.09,119,2024-01-15
1605,98,Economy,468.34,86,2024-02-26
1606,98,Economy,409.75,119,2024-04-08
1607,98,Business,659.32,28,2024-03-25
1608,98,Business,1161.1,4,2024-03-11
1609,98,Business,1461.82,5,2024-04-08
1610,98,Business,1306.84,32,2024-06-03
1611,98,Business,1830.7,5,2024-02-26
1612,98,Business,2486.1,14,2024-06-17
1613,98,First,2229.69,12,2024-01-15
1614,98,First,4002.55,21,2024-06-17
1615,98,First,3500.14,17,2024-03-11
1616,99,Economy,740.42,2,2024-06-03
1617,99,Economy,643.65,72,2024-05-06
1618,99,Economy,679.17,200,2024-01-29
1619,99,Economy,797.85,103,2024-04-22
1620,99,Business,1554.01,14,2024-06-17
1621,99,Business,2336.01,13,2024-05-20
1622,99,Business,1738.65,33,2024-01-01
1623,99,Business,2008.81,35,2024-04-08
1624,99,Business,2418.29,29,2024-04-22
1625,99,Business,1417.58,5,2024-01-29
1626,99,Business,1351.38,12,2024-03-25
1627,99,First,7117.66,1,2024-06-17
1628,99,First,4248.2,36,2024-06-03
1629,99,First,7242.5,19,2024-03-25
1630,99,First,7660.12,0,2024-02-12
1631,99,First,4998.8,22,2024-04-08
1632,99,First,4038.93,26,2024-04-22
1633,100,Economy,505.95,8,2024-05-20
1634,100,Economy,747.06,39,2024-03-25
1635,100,Economy,784.53,84,2024-04-22
1636,100,Economy,506.37,154,2024-02-26
1637,100,Economy,741.35,146,2024-03-11
1638,100,Economy,709.52,97,2024-01-01
1639,100,Business,1052.01,6,2024-03-25
1640,100,Business,1389.22,28,2024-01-15
1641,100,Business,2133.61,19,2024-04-22
1642,100,Business,823.78,6,2024-06-17
1643,100,First,2416.95,24,2024-04-22
1644,100,First,3702.91,14,2024-01-29
1645,100,First,3746.63,33,2024-01-01
1646,100,First,2419.88,3,2024-05-06
1647,100,First,4211.91,0,2024-04-08
1648,100,First,3030.95,26,2024-05-20
1649,100,First,4346.63,7,2024-01-15
1650,100,First,2774.83,26,2024-03-25
1651,101,Economy,330.63,181,2024-06-03
1652,101,Economy,572.06,40,2024-01-15
1653,101,Economy,530.52,79,2024-03-25
1654,101,Economy,519.49,128,2024-02-12
1655,101,Economy,607.4,117,2024-01-29
1656,101,Economy,307.3,1,2024-05-06
1657,101,Business,2538.16,33,2024-04-08
1658,101,Business,1389.34,36,2024-01-15
1659,101,Business,2710.17,29,2024-03-25
1660,101,Business,1710.47,2,2024-05-06
1661,101,First,6940.58,11,2024-01-15
1662,101,First,4490.32,11,2024-02-26
1663,101,First,7399.79,27,2024-05-20
1664,101,First,4746.97,11,2024-04-08
1665,101,First,6191.13,6,2024-03-11
1666,101,First,4361.31,2,2024-06-03
1667,101,First,3438.17,10,2024-02-12
1668,101,First,3642.66,40,2024-05-06
1669,102,Economy,495.92,94,2024-02-26
1670,102,Economy,172.04,26,2024-05-20
1671,102,Economy,462.99,199,2024-01-15
1672,102,Economy,341.69,115,2024-02-12
1673,102,Economy,232.09,53,2024-04-08
1674,102,Economy,464.12,118,2024-03-25
1675,102,Economy,138.17,163,2024-04-22
1676,102,Business,1552.02,0,2024-05-20
1677,102,Business,1201.45,8,2024-06-03
1678,102,Business,1385.06,29,2024-04-08
1679,102,Business,1763.42,4,2024-03-25
1680,102,Business,798.12,15,2024-03-11
1681,102,Business,2312.6,28,2024-05-06
1682,102,Business,936.61,17,2024-06-17
1683,102,Business,2619.75,10,2024-01-15
1684,102,First,3764.87,34,2024-05-06
1685,102,First,6448.68,10,2024-01-15
1686,102,First,2465.51,0,2024-01-29
1687,103,Economy,727.03,136,2024-02-26
1688,103,Economy,266.99,178,2024-01-29
1689,103,Economy,152.47,162,2024-04-08
1690,103,Economy,671.83,164,2024-03-11
1691,103,Economy,570.53,168,2024-06-03
1692,103,Economy,729.97,99,2024-02-12
1693,103,Economy,589.44,113,2024-05-06
1694,103,Economy,155.64,1,2024-01-01
1695,103,Business,2829.17,23,2024-06-17
1696,103,Business,2781.02,12,2024-03-25
1697,103,Business,819.33,26,2024-02-12
1698,103,First,6079.76,4,2024-01-01
1699,103,First,3323.41,6,2024-03-11
1700,103,First,6781.54,10,2024-02-12
1701,104,Economy,546.21,159,2024-01-29
1702,104,Economy,260.84,138,2024-01-01
1703,104,Economy,388.64,109,2024-03-25
1704,104,Economy,202.15,54,2024-04-22
1705,104,Economy,192.0,82,2024-01-15
1706,104,Economy,238.06,102,2024-03-11
1707,104,Economy,564.72,3,2024-06-17
1708,104,Economy,384.65,117,2024-02-26
1709,104,Business,1485.55,4,2024-01-15
1710,104,Business,2725.1,26,2024-05-20
1711,104,Business,1323.68,38,2024-02-26
1712,104,Business,1798.98,6,2024-05-06
1713,104,First,4331.39,8,2024-04-22
1714,104,First,3992.28,40,2024-05-06
1715,104,First,6570.3,20,2024-01-29
1716,104,First,7868.13,30,2024-02-26
1717,104,First,2405.08,1,2024-01-15
1718,104,First,5651.2,37,2024-03-11
1719,104,First,4693.47,32,2024-04-08
1720,104,First,5843.55,14,2024-03-25
1721,105,Economy,280.75,109,2024-05-06
1722,105,Economy,634.93,158,2024-06-03
1723,105,Economy,173.98,35,2024-01-01
1724,105,Economy,374.68,75,2024-02-12
1725,105,Economy,257.37,96,2024-05-20
1726,105,Economy,258.98,9,2024-01-15
1727,105,Economy,281.88,185,2024-01-29
1728,105,Business,2488.73,2,2024-04-08
1729,105,Business,1850.09,26,2024-06-03
1730,105,Business,2155.31,18,2024-03-11
1731,105,Business,2401.32,14,2024-01-29
1732,105,Business,2632.64,21,2024-02-26
1733,105,Business,1422.55,13,2024-05-20
1734,105,Business,1894.35,15,2024-06-17
1735,105,First,5778.7,4,2024-06-03
1736,105,First,7219.2,4,2024-06-17
1737,105,First,7721.97,3,2024-02-12
1738,105,First,5806.2,9,2024-05-06
1739,105,First,7629.65,8,2024-03-25
1740,105,First,2550.56,37,2024-03-11
1741,105,First,5293.08,13,2024-01-15
1742,105,First,3417.86,5,2024-05-20
1743,106,Economy,408.33,155,2024-06-03
1744,106,Economy,289.3,73,2024-04-08
1745,106,Economy,511.97,162,2024-02-26
1746,106,Economy,256.95,200,2024-01-29
1747,106,Economy,447.2,92,2024-02-12
1748,106,Economy,390.81,42,2024-04-22
1749,106,Business,2567.05,30,2024-04-08
1750,106,Business,647.55,24,2024-03-25
1751,106,Business,1625.75,5,2024-04-22
1752,106,Business,2421.26,19,2024-05-06
1753,106,Business,2028.44,9,2024-06-03
1754,106,Business,1926.85,11,2024-01-29
1755,106,First,4250.88,38,2024-03-25
1756,106,First,4885.07,21,2024-04-08
1757,106,First,2819.94,30,2024-02-26
1758,106,First,3174.29,12,2024-06-03
1759,106,First,2025.08,32,2024-05-20
1760,107,Economy,381.15,78,2024-06-03
1761,107,Economy,555.91,150,2024-03-11
1762,107,Economy,168.44,9,2024-04-08
1763,107,Economy,794.88,31,2024-03-25
1764,107,Economy,381.68,144,2024-05-06
1765,107,Economy,230.41,195,2024-04-22
1766,107,Economy,416.68,65,2024-06-17
1767,107,Economy,644.46,192,2024-01-29
1768,107,Business,1192.3,30,2024-03-11
1769,107,Business,682.82,23,2024-04-22
1770,107,Business,2114.29,1,2024-04-08
1771,107,Business,2273.93,9,2024-06-17
1772,107,Business,1227.19,29,2024-01-01
1773,107,Business,2866.24,9,2024-03-25
1774,107,Business,1210.29,38,2024-02-12
1775,107,Business,1988.02,10,2024-05-06
1776,107,First,6269.66,24,2024-01-15
1777,107,First,4386.0,37,2024-06-17
1778,107,First,7844.87,5,2024-05-20
1779,108,Economy,778.02,168,2024-02-12
1780,108,Economy,722.92,150,2024-03-25
1781,108,Economy,329.43,105,2024-01-29
1782,108,Economy,631.67,186,2024-06-03
1783,108,Economy,711.2,27,2024-02-26
1784,108,Economy,552.6,198,2024-04-22
1785,108,Economy,662.32,36,2024-04-08
1786,108,Business,2968.86,31,2024-06-03
1787,108,Business,603.79,4,2024-02-12
1788,108,Business,2456.98,26,2024-03-25
1789,108,Business,1859.91,18,2024-02-26
1790,108,Business,2359.3,10,2024-01-01
1791,108,First,4918.83,32,2024-03-11
1792,108,First,7690.9,28,2024-01-29
1793,108,First,5402.55,13,2024-06-03
1794,108,First,3113.83,3,2024-02-12
1795,109,Economy,232.97,75,2024-01-29
1796,109,Economy,178.28,31,2024-02-12
1797,109,Economy,308.2,87,2024-02-26
1798,109,Economy,140.17,60,2024-03-25
1799,109,Economy,444.97,172,2024-04-08
1800,109,Economy,637.16,2,2024-01-15
1801,109,Economy,161.52,192,2024-05-06
1802,109,Economy,769.55,170,2024-03-11
1803,109,Business,2047.16,17,2024-06-17
1804,109,Business,2837.11,30,2024-01-01
1805,109,Business,2416.59,38,2024-01-15
1806,109,Business,1630.69,23,2024-02-12
1807,109,Business,2236.46,21,2024-04-22
1808,109,Business,2998.67,15,2024-06-03
1809,109,Business,2858.38,25,2024-05-06
1810,109,First,4741.52,25,2024-05-06
1811,109,First,6351.32,8,2024-01-01
1812,109,First,2154.08,7,2024-03-11
1813,109,First,7214.03,17,2024-05-20
1814,109,First,7706.37,15,2024-01-15
1815,109,First,4210.58,39,2024-06-03
1816,110,Economy,131.31,92,2024-05-20
1817,110,Economy,713.94,188,2024-04-08
1818,110,Economy,341.36,113,2024-04-22
1819,110,Economy,278.82,124,2024-03-25
1820,110,Economy,392.11,156,2024-02-12
1821,110,Economy,659.89,89,2024-01-01
1822,110,Economy,410.98,121,2024-03-11
1823,110,Economy,791.07,179,2024-01-29
1824,110,Business,2057.22,9,2024-06-03
1825,110,Business,2687.66,36,2024-03-25
1826,110,Business,2483.67,32,2024-02-26
1827,110,First,3808.09,35,2024-01-29
1828,110,First,7923.32,29,2024-04-08
1829,110,First,3008.32,28,2024-01-15
1830,111,Economy,283.81,54,2024-04-08
1831,111,Economy,235.89,168,2024-05-20
1832,111,Economy,595.94,27,2024-04-22
1833,111,Business,1128.9,16,2024-06-03
1834,111,Business,2198.24,7,2024-01-01
1835,111,Business,2197.14,34,2024-01-29
1836,111,Business,2120.52,31,2024-03-11
1837,111,Business,817.06,21,2024-03-25
1838,111,Business,2692.66,36,2024-02-26
1839,111,First,3400.2,16,2024-01-15
1840,111,First,2694.14,5,2024-05-20
1841,111,First,2668.3,21,2024-03-11
1842,111,First,6443.49,12,2024-03-25
1843,111,First,6467.71,7,2024-05-06
1844,111,First,5437.03,8,2024-04-22
1845,111,First,7119.98,24,2024-04-08
1846,112,Economy,383.94,108,2024-06-03
1847,112,Economy,337.36,93,2024-01-01
1848,112,Economy,662.31,32,2024-02-26
1849,112,Economy,473.43,154,2024-06-17
1850,112,Economy,521.73,27,2024-04-22
1851,112,Economy,388.81,137,2024-02-12
1852,112,Economy,699.61,80,2024-03-25
1853,112,Business,953.82,18,2024-02-26
1854,112,Business,950.09,2,2024-02-12
1855,112,Business,2037.31,19,2024-04-08
1856,112,Business,1805.71,7,2024-05-20
1857,112,First,3748.97,24,2024-06-03
1858,112,First,2352.88,21,2024-05-06
1859,112,First,2916.21,13,2024-04-08
1860,112,First,7088.42,14,2024-02-12
1861,112,First,6202.44,3,2024-05-20
1862,113,Economy,789.38,168,2024-04-08
1863,113,Economy,740.42,40,2024-06-03
1864,113,Economy,793.92,140,2024-03-25
1865,113,Economy,386.75,108,2024-02-26
1866,113,Business,2815.35,35,2024-04-08
1867,113,Business,1545.05,8,2024-03-11
1868,113,Business,1376.2,37,2024-03-25
1869,113,Business,2678.05,3,2024-05-20
1870,113,Business,2639.54,19,2024-01-15
1871,113,Business,1698.08,10,2024-02-26
1872,113,Business,1985.18,28,2024-01-29
1873,113,Business,2270.29,18,2024-06-03
1874,113,First,4173.35,36,2024-02-12
1875,113,First,2611.69,9,2024-06-17
1876,113,First,4259.33,27,2024-06-03
1877,113,First,6076.67,10,2024-01-01
1878,114,Economy,242.15,13,2024-01-15
1879,114,Economy,199.8,131,2024-03-11
1880,114,Economy,562.07,151,2024-04-08
1881,114,Business,1178.05,31,2024-01-29
1882,114,Business,1326.46,38,2024-05-20
1883,114,Business,2890.93,24,2024-03-25
1884,114,Business,2462.04,5,2024-02-12
1885,114,Business,2466.55,24,2024-01-01
1886,114,Business,1260.52,28,2024-01-15
1887,114,First,4935.31,32,2024-01-01
1888,114,First,3349.61,37,2024-01-15
1889,114,First,5437.89,36,2024-06-03
1890,114,First,4876.99,6,2024-05-20
1891,114,First,6766.06,11,2024-05-06
1892,115,Economy,341.16,182,2024-04-08
1893,115,Economy,738.04,137,2024-05-20
1894,115,Economy,245.73,179,2024-03-25
1895,115,Economy,133.43,142,2024-02-26
